year,level,geoid,name,county,var,estimate
1990,1_state,09,Connecticut,NA,pop_change,0
2000,1_state,09,Connecticut,NA,pop_change,118449
2001,1_state,09,Connecticut,NA,pop_change,27270
2002,1_state,09,Connecticut,NA,pop_change,25914
2003,1_state,09,Connecticut,NA,pop_change,25587
2004,1_state,09,Connecticut,NA,pop_change,11758
2005,1_state,09,Connecticut,NA,pop_change,10862
2006,1_state,09,Connecticut,NA,pop_change,10504
2007,1_state,09,Connecticut,NA,pop_change,9810
2008,1_state,09,Connecticut,NA,pop_change,18309
2009,1_state,09,Connecticut,NA,pop_change,16228
2010,1_state,09,Connecticut,NA,pop_change,12290
2011,1_state,09,Connecticut,NA,pop_change,-15925
2012,1_state,09,Connecticut,NA,pop_change,14041
2013,1_state,09,Connecticut,NA,pop_change,11348
2014,1_state,09,Connecticut,NA,pop_change,8492
2015,1_state,09,Connecticut,NA,pop_change,1169
2016,1_state,09,Connecticut,NA,pop_change,-4652
2017,1_state,09,Connecticut,NA,pop_change,5908
2018,1_state,09,Connecticut,NA,pop_change,-12974
1990,2_counties,09001,Fairfield County,NA,pop_change,0
2000,2_counties,09001,Fairfield County,NA,pop_change,54922
2001,2_counties,09001,Fairfield County,NA,pop_change,6496
2002,2_counties,09001,Fairfield County,NA,pop_change,3837
2003,2_counties,09001,Fairfield County,NA,pop_change,3442
2004,2_counties,09001,Fairfield County,NA,pop_change,1130
2005,2_counties,09001,Fairfield County,NA,pop_change,181
2006,2_counties,09001,Fairfield County,NA,pop_change,-1399
2007,2_counties,09001,Fairfield County,NA,pop_change,1244
2008,2_counties,09001,Fairfield County,NA,pop_change,6326
2009,2_counties,09001,Fairfield County,NA,pop_change,6597
2010,2_counties,09001,Fairfield County,NA,pop_change,6408
2011,2_counties,09001,Fairfield County,NA,pop_change,-5633
2012,2_counties,09001,Fairfield County,NA,pop_change,7696
2013,2_counties,09001,Fairfield County,NA,pop_change,7341
2014,2_counties,09001,Fairfield County,NA,pop_change,7982
2015,2_counties,09001,Fairfield County,NA,pop_change,5768
2016,2_counties,09001,Fairfield County,NA,pop_change,1635
2017,2_counties,09001,Fairfield County,NA,pop_change,5710
2018,2_counties,09001,Fairfield County,NA,pop_change,-2980
1990,2_counties,09003,Hartford County,NA,pop_change,0
2000,2_counties,09003,Hartford County,NA,pop_change,5400
2001,2_counties,09003,Hartford County,NA,pop_change,5390
2002,2_counties,09003,Hartford County,NA,pop_change,4878
2003,2_counties,09003,Hartford County,NA,pop_change,5884
2004,2_counties,09003,Hartford County,NA,pop_change,1114
2005,2_counties,09003,Hartford County,NA,pop_change,3632
2006,2_counties,09003,Hartford County,NA,pop_change,3217
2007,2_counties,09003,Hartford County,NA,pop_change,3250
2008,2_counties,09003,Hartford County,NA,pop_change,3343
2009,2_counties,09003,Hartford County,NA,pop_change,3776
2010,2_counties,09003,Hartford County,NA,pop_change,2347
2011,2_counties,09003,Hartford County,NA,pop_change,-3426
2012,2_counties,09003,Hartford County,NA,pop_change,2916
2013,2_counties,09003,Hartford County,NA,pop_change,2323
2014,2_counties,09003,Hartford County,NA,pop_change,1547
2015,2_counties,09003,Hartford County,NA,pop_change,-431
2016,2_counties,09003,Hartford County,NA,pop_change,-1244
2017,2_counties,09003,Hartford County,NA,pop_change,1718
2018,2_counties,09003,Hartford County,NA,pop_change,-2687
1990,2_counties,09005,Litchfield County,NA,pop_change,0
2000,2_counties,09005,Litchfield County,NA,pop_change,8101
2001,2_counties,09005,Litchfield County,NA,pop_change,1925
2002,2_counties,09005,Litchfield County,NA,pop_change,1856
2003,2_counties,09005,Litchfield County,NA,pop_change,1450
2004,2_counties,09005,Litchfield County,NA,pop_change,1177
2005,2_counties,09005,Litchfield County,NA,pop_change,311
2006,2_counties,09005,Litchfield County,NA,pop_change,770
2007,2_counties,09005,Litchfield County,NA,pop_change,184
2008,2_counties,09005,Litchfield County,NA,pop_change,309
2009,2_counties,09005,Litchfield County,NA,pop_change,-160
2010,2_counties,09005,Litchfield County,NA,pop_change,-88
2011,2_counties,09005,Litchfield County,NA,pop_change,-208
2012,2_counties,09005,Litchfield County,NA,pop_change,-442
2013,2_counties,09005,Litchfield County,NA,pop_change,-648
2014,2_counties,09005,Litchfield County,NA,pop_change,-1087
2015,2_counties,09005,Litchfield County,NA,pop_change,-1238
2016,2_counties,09005,Litchfield County,NA,pop_change,-1163
2017,2_counties,09005,Litchfield County,NA,pop_change,-687
2018,2_counties,09005,Litchfield County,NA,pop_change,-1423
1990,2_counties,09007,Middlesex County,NA,pop_change,0
2000,2_counties,09007,Middlesex County,NA,pop_change,11875
2001,2_counties,09007,Middlesex County,NA,pop_change,1935
2002,2_counties,09007,Middlesex County,NA,pop_change,2181
2003,2_counties,09007,Middlesex County,NA,pop_change,1677
2004,2_counties,09007,Middlesex County,NA,pop_change,586
2005,2_counties,09007,Middlesex County,NA,pop_change,741
2006,2_counties,09007,Middlesex County,NA,pop_change,1282
2007,2_counties,09007,Middlesex County,NA,pop_change,656
2008,2_counties,09007,Middlesex County,NA,pop_change,833
2009,2_counties,09007,Middlesex County,NA,pop_change,645
2010,2_counties,09007,Middlesex County,NA,pop_change,69
2011,2_counties,09007,Middlesex County,NA,pop_change,-402
2012,2_counties,09007,Middlesex County,NA,pop_change,365
2013,2_counties,09007,Middlesex County,NA,pop_change,51
2014,2_counties,09007,Middlesex County,NA,pop_change,-156
2015,2_counties,09007,Middlesex County,NA,pop_change,-369
2016,2_counties,09007,Middlesex County,NA,pop_change,-727
2017,2_counties,09007,Middlesex County,NA,pop_change,-328
2018,2_counties,09007,Middlesex County,NA,pop_change,-742
1990,2_counties,09009,New Haven County,NA,pop_change,0
2000,2_counties,09009,New Haven County,NA,pop_change,19789
2001,2_counties,09009,New Haven County,NA,pop_change,5867
2002,2_counties,09009,New Haven County,NA,pop_change,5224
2003,2_counties,09009,New Haven County,NA,pop_change,6840
2004,2_counties,09009,New Haven County,NA,pop_change,2566
2005,2_counties,09009,New Haven County,NA,pop_change,2657
2006,2_counties,09009,New Haven County,NA,pop_change,3045
2007,2_counties,09009,New Haven County,NA,pop_change,3391
2008,2_counties,09009,New Haven County,NA,pop_change,3024
2009,2_counties,09009,New Haven County,NA,pop_change,3403
2010,2_counties,09009,New Haven County,NA,pop_change,2452
2011,2_counties,09009,New Haven County,NA,pop_change,-3718
2012,2_counties,09009,New Haven County,NA,pop_change,2236
2013,2_counties,09009,New Haven County,NA,pop_change,1616
2014,2_counties,09009,New Haven County,NA,pop_change,537
2015,2_counties,09009,New Haven County,NA,pop_change,-924
2016,2_counties,09009,New Haven County,NA,pop_change,-1350
2017,2_counties,09009,New Haven County,NA,pop_change,1253
2018,2_counties,09009,New Haven County,NA,pop_change,-2788
1990,2_counties,09011,New London County,NA,pop_change,0
2000,2_counties,09011,New London County,NA,pop_change,4131
2001,2_counties,09011,New London County,NA,pop_change,2308
2002,2_counties,09011,New London County,NA,pop_change,3302
2003,2_counties,09011,New London County,NA,pop_change,1886
2004,2_counties,09011,New London County,NA,pop_change,2011
2005,2_counties,09011,New London County,NA,pop_change,1069
2006,2_counties,09011,New London County,NA,pop_change,1150
2007,2_counties,09011,New London County,NA,pop_change,-145
2008,2_counties,09011,New London County,NA,pop_change,1965
2009,2_counties,09011,New London County,NA,pop_change,996
2010,2_counties,09011,New London County,NA,pop_change,425
2011,2_counties,09011,New London County,NA,pop_change,-1164
2012,2_counties,09011,New London County,NA,pop_change,832
2013,2_counties,09011,New London County,NA,pop_change,367
2014,2_counties,09011,New London County,NA,pop_change,-19
2015,2_counties,09011,New London County,NA,pop_change,-886
2016,2_counties,09011,New London County,NA,pop_change,-1152
2017,2_counties,09011,New London County,NA,pop_change,-1261
2018,2_counties,09011,New London County,NA,pop_change,-1891
1990,2_counties,09013,Tolland County,NA,pop_change,0
2000,2_counties,09013,Tolland County,NA,pop_change,7665
2001,2_counties,09013,Tolland County,NA,pop_change,2570
2002,2_counties,09013,Tolland County,NA,pop_change,3428
2003,2_counties,09013,Tolland County,NA,pop_change,2833
2004,2_counties,09013,Tolland County,NA,pop_change,1511
2005,2_counties,09013,Tolland County,NA,pop_change,951
2006,2_counties,09013,Tolland County,NA,pop_change,1297
2007,2_counties,09013,Tolland County,NA,pop_change,764
2008,2_counties,09013,Tolland County,NA,pop_change,1865
2009,2_counties,09013,Tolland County,NA,pop_change,747
2010,2_counties,09013,Tolland County,NA,pop_change,361
2011,2_counties,09013,Tolland County,NA,pop_change,-917
2012,2_counties,09013,Tolland County,NA,pop_change,363
2013,2_counties,09013,Tolland County,NA,pop_change,229
2014,2_counties,09013,Tolland County,NA,pop_change,-115
2015,2_counties,09013,Tolland County,NA,pop_change,-303
2016,2_counties,09013,Tolland County,NA,pop_change,-259
2017,2_counties,09013,Tolland County,NA,pop_change,-93
2018,2_counties,09013,Tolland County,NA,pop_change,-327
1990,2_counties,09015,Windham County,NA,pop_change,0
2000,2_counties,09015,Windham County,NA,pop_change,6566
2001,2_counties,09015,Windham County,NA,pop_change,779
2002,2_counties,09015,Windham County,NA,pop_change,1208
2003,2_counties,09015,Windham County,NA,pop_change,1575
2004,2_counties,09015,Windham County,NA,pop_change,1663
2005,2_counties,09015,Windham County,NA,pop_change,1320
2006,2_counties,09015,Windham County,NA,pop_change,1142
2007,2_counties,09015,Windham County,NA,pop_change,466
2008,2_counties,09015,Windham County,NA,pop_change,644
2009,2_counties,09015,Windham County,NA,pop_change,224
2010,2_counties,09015,Windham County,NA,pop_change,316
2011,2_counties,09015,Windham County,NA,pop_change,-457
2012,2_counties,09015,Windham County,NA,pop_change,75
2013,2_counties,09015,Windham County,NA,pop_change,69
2014,2_counties,09015,Windham County,NA,pop_change,-197
2015,2_counties,09015,Windham County,NA,pop_change,-448
2016,2_counties,09015,Windham County,NA,pop_change,-392
2017,2_counties,09015,Windham County,NA,pop_change,-404
2018,2_counties,09015,Windham County,NA,pop_change,-136
1990,3_towns,0900104720,Bethel,Fairfield County,pop_change,0
2000,3_towns,0900104720,Bethel,Fairfield County,pop_change,526
2010,3_towns,0900104720,Bethel,Fairfield County,pop_change,517
2011,3_towns,0900104720,Bethel,Fairfield County,pop_change,-91
2012,3_towns,0900104720,Bethel,Fairfield County,pop_change,211
2013,3_towns,0900104720,Bethel,Fairfield County,pop_change,183
2014,3_towns,0900104720,Bethel,Fairfield County,pop_change,191
2015,3_towns,0900104720,Bethel,Fairfield County,pop_change,162
2016,3_towns,0900104720,Bethel,Fairfield County,pop_change,129
2017,3_towns,0900104720,Bethel,Fairfield County,pop_change,157
2018,3_towns,0900104720,Bethel,Fairfield County,pop_change,25
1990,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,0
2000,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,-2157
2010,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,4700
2011,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,-817
2012,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,1034
2013,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,1141
2014,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,1093
2015,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,660
2016,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,-318
2017,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,564
2018,3_towns,0900108070,Bridgeport,Fairfield County,pop_change,-1169
1990,3_towns,0900108980,Brookfield,Fairfield County,pop_change,0
2000,3_towns,0900108980,Brookfield,Fairfield County,pop_change,1551
2010,3_towns,0900108980,Brookfield,Fairfield County,pop_change,788
2011,3_towns,0900108980,Brookfield,Fairfield County,pop_change,-113
2012,3_towns,0900108980,Brookfield,Fairfield County,pop_change,148
2013,3_towns,0900108980,Brookfield,Fairfield County,pop_change,127
2014,3_towns,0900108980,Brookfield,Fairfield County,pop_change,160
2015,3_towns,0900108980,Brookfield,Fairfield County,pop_change,130
2016,3_towns,0900108980,Brookfield,Fairfield County,pop_change,66
2017,3_towns,0900108980,Brookfield,Fairfield County,pop_change,94
2018,3_towns,0900108980,Brookfield,Fairfield County,pop_change,-51
1990,3_towns,0900118500,Danbury,Fairfield County,pop_change,0
2000,3_towns,0900118500,Danbury,Fairfield County,pop_change,9263
2010,3_towns,0900118500,Danbury,Fairfield County,pop_change,6045
2011,3_towns,0900118500,Danbury,Fairfield County,pop_change,-792
2012,3_towns,0900118500,Danbury,Fairfield County,pop_change,956
2013,3_towns,0900118500,Danbury,Fairfield County,pop_change,910
2014,3_towns,0900118500,Danbury,Fairfield County,pop_change,814
2015,3_towns,0900118500,Danbury,Fairfield County,pop_change,695
2016,3_towns,0900118500,Danbury,Fairfield County,pop_change,414
2017,3_towns,0900118500,Danbury,Fairfield County,pop_change,683
2018,3_towns,0900118500,Danbury,Fairfield County,pop_change,-94
1990,3_towns,0900118850,Darien,Fairfield County,pop_change,0
2000,3_towns,0900118850,Darien,Fairfield County,pop_change,1411
2010,3_towns,0900118850,Darien,Fairfield County,pop_change,1125
2011,3_towns,0900118850,Darien,Fairfield County,pop_change,-152
2012,3_towns,0900118850,Darien,Fairfield County,pop_change,178
2013,3_towns,0900118850,Darien,Fairfield County,pop_change,167
2014,3_towns,0900118850,Darien,Fairfield County,pop_change,265
2015,3_towns,0900118850,Darien,Fairfield County,pop_change,202
2016,3_towns,0900118850,Darien,Fairfield County,pop_change,127
2017,3_towns,0900118850,Darien,Fairfield County,pop_change,223
2018,3_towns,0900118850,Darien,Fairfield County,pop_change,17
1990,3_towns,0900123890,Easton,Fairfield County,pop_change,0
2000,3_towns,0900123890,Easton,Fairfield County,pop_change,969
2010,3_towns,0900123890,Easton,Fairfield County,pop_change,218
2011,3_towns,0900123890,Easton,Fairfield County,pop_change,-38
2012,3_towns,0900123890,Easton,Fairfield County,pop_change,49
2013,3_towns,0900123890,Easton,Fairfield County,pop_change,49
2014,3_towns,0900123890,Easton,Fairfield County,pop_change,43
2015,3_towns,0900123890,Easton,Fairfield County,pop_change,26
2016,3_towns,0900123890,Easton,Fairfield County,pop_change,-28
2017,3_towns,0900123890,Easton,Fairfield County,pop_change,16
2018,3_towns,0900123890,Easton,Fairfield County,pop_change,-49
1990,3_towns,0900126620,Fairfield,Fairfield County,pop_change,0
2000,3_towns,0900126620,Fairfield,Fairfield County,pop_change,3922
2010,3_towns,0900126620,Fairfield,Fairfield County,pop_change,2064
2011,3_towns,0900126620,Fairfield,Fairfield County,pop_change,-326
2012,3_towns,0900126620,Fairfield,Fairfield County,pop_change,484
2013,3_towns,0900126620,Fairfield,Fairfield County,pop_change,564
2014,3_towns,0900126620,Fairfield,Fairfield County,pop_change,552
2015,3_towns,0900126620,Fairfield,Fairfield County,pop_change,338
2016,3_towns,0900126620,Fairfield,Fairfield County,pop_change,98
2017,3_towns,0900126620,Fairfield,Fairfield County,pop_change,497
2018,3_towns,0900126620,Fairfield,Fairfield County,pop_change,-13
1990,3_towns,0900133620,Greenwich,Fairfield County,pop_change,0
2000,3_towns,0900133620,Greenwich,Fairfield County,pop_change,2660
2010,3_towns,0900133620,Greenwich,Fairfield County,pop_change,70
2011,3_towns,0900133620,Greenwich,Fairfield County,pop_change,-148
2012,3_towns,0900133620,Greenwich,Fairfield County,pop_change,405
2013,3_towns,0900133620,Greenwich,Fairfield County,pop_change,305
2014,3_towns,0900133620,Greenwich,Fairfield County,pop_change,408
2015,3_towns,0900133620,Greenwich,Fairfield County,pop_change,293
2016,3_towns,0900133620,Greenwich,Fairfield County,pop_change,-16
2017,3_towns,0900133620,Greenwich,Fairfield County,pop_change,364
2018,3_towns,0900133620,Greenwich,Fairfield County,pop_change,-208
1990,3_towns,0900148620,Monroe,Fairfield County,pop_change,0
2000,3_towns,0900148620,Monroe,Fairfield County,pop_change,2351
2010,3_towns,0900148620,Monroe,Fairfield County,pop_change,232
2011,3_towns,0900148620,Monroe,Fairfield County,pop_change,-81
2012,3_towns,0900148620,Monroe,Fairfield County,pop_change,131
2013,3_towns,0900148620,Monroe,Fairfield County,pop_change,102
2014,3_towns,0900148620,Monroe,Fairfield County,pop_change,113
2015,3_towns,0900148620,Monroe,Fairfield County,pop_change,63
2016,3_towns,0900148620,Monroe,Fairfield County,pop_change,-23
2017,3_towns,0900148620,Monroe,Fairfield County,pop_change,-18
2018,3_towns,0900148620,Monroe,Fairfield County,pop_change,-145
1990,3_towns,0900150580,New Canaan,Fairfield County,pop_change,0
2000,3_towns,0900150580,New Canaan,Fairfield County,pop_change,1531
2010,3_towns,0900150580,New Canaan,Fairfield County,pop_change,343
2011,3_towns,0900150580,New Canaan,Fairfield County,pop_change,-96
2012,3_towns,0900150580,New Canaan,Fairfield County,pop_change,152
2013,3_towns,0900150580,New Canaan,Fairfield County,pop_change,144
2014,3_towns,0900150580,New Canaan,Fairfield County,pop_change,135
2015,3_towns,0900150580,New Canaan,Fairfield County,pop_change,146
2016,3_towns,0900150580,New Canaan,Fairfield County,pop_change,29
2017,3_towns,0900150580,New Canaan,Fairfield County,pop_change,109
2018,3_towns,0900150580,New Canaan,Fairfield County,pop_change,-84
1990,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,0
2000,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,1042
2010,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,-72
2011,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,-34
2012,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,85
2013,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,78
2014,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,69
2015,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,38
2016,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,-42
2017,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,16
2018,3_towns,0900150860,New Fairfield,Fairfield County,pop_change,-99
1990,3_towns,0900152980,Newtown,Fairfield County,pop_change,0
2000,3_towns,0900152980,Newtown,Fairfield County,pop_change,4252
2010,3_towns,0900152980,Newtown,Fairfield County,pop_change,2529
2011,3_towns,0900152980,Newtown,Fairfield County,pop_change,-325
2012,3_towns,0900152980,Newtown,Fairfield County,pop_change,308
2013,3_towns,0900152980,Newtown,Fairfield County,pop_change,229
2014,3_towns,0900152980,Newtown,Fairfield County,pop_change,188
2015,3_towns,0900152980,Newtown,Fairfield County,pop_change,52
2016,3_towns,0900152980,Newtown,Fairfield County,pop_change,-22
2017,3_towns,0900152980,Newtown,Fairfield County,pop_change,40
2018,3_towns,0900152980,Newtown,Fairfield County,pop_change,-177
1990,3_towns,0900156060,Norwalk,Fairfield County,pop_change,0
2000,3_towns,0900156060,Norwalk,Fairfield County,pop_change,4620
2010,3_towns,0900156060,Norwalk,Fairfield County,pop_change,2652
2011,3_towns,0900156060,Norwalk,Fairfield County,pop_change,-458
2012,3_towns,0900156060,Norwalk,Fairfield County,pop_change,708
2013,3_towns,0900156060,Norwalk,Fairfield County,pop_change,646
2014,3_towns,0900156060,Norwalk,Fairfield County,pop_change,715
2015,3_towns,0900156060,Norwalk,Fairfield County,pop_change,487
2016,3_towns,0900156060,Norwalk,Fairfield County,pop_change,229
2017,3_towns,0900156060,Norwalk,Fairfield County,pop_change,607
2018,3_towns,0900156060,Norwalk,Fairfield County,pop_change,-101
1990,3_towns,0900163480,Redding,Fairfield County,pop_change,0
2000,3_towns,0900163480,Redding,Fairfield County,pop_change,343
2010,3_towns,0900163480,Redding,Fairfield County,pop_change,888
2011,3_towns,0900163480,Redding,Fairfield County,pop_change,-100
2012,3_towns,0900163480,Redding,Fairfield County,pop_change,90
2013,3_towns,0900163480,Redding,Fairfield County,pop_change,59
2014,3_towns,0900163480,Redding,Fairfield County,pop_change,60
2015,3_towns,0900163480,Redding,Fairfield County,pop_change,32
2016,3_towns,0900163480,Redding,Fairfield County,pop_change,-23
2017,3_towns,0900163480,Redding,Fairfield County,pop_change,-2
2018,3_towns,0900163480,Redding,Fairfield County,pop_change,-65
1990,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,0
2000,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,2724
2010,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,995
2011,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,-169
2012,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,179
2013,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,183
2014,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,194
2015,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,112
2016,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,-12
2017,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,81
2018,3_towns,0900163970,Ridgefield,Fairfield County,pop_change,-136
1990,3_towns,0900168170,Shelton,Fairfield County,pop_change,0
2000,3_towns,0900168170,Shelton,Fairfield County,pop_change,2683
2010,3_towns,0900168170,Shelton,Fairfield County,pop_change,1458
2011,3_towns,0900168170,Shelton,Fairfield County,pop_change,-249
2012,3_towns,0900168170,Shelton,Fairfield County,pop_change,331
2013,3_towns,0900168170,Shelton,Fairfield County,pop_change,365
2014,3_towns,0900168170,Shelton,Fairfield County,pop_change,466
2015,3_towns,0900168170,Shelton,Fairfield County,pop_change,311
2016,3_towns,0900168170,Shelton,Fairfield County,pop_change,196
2017,3_towns,0900168170,Shelton,Fairfield County,pop_change,303
2018,3_towns,0900168170,Shelton,Fairfield County,pop_change,-127
1990,3_towns,0900168310,Sherman,Fairfield County,pop_change,0
2000,3_towns,0900168310,Sherman,Fairfield County,pop_change,1018
2010,3_towns,0900168310,Sherman,Fairfield County,pop_change,-246
2011,3_towns,0900168310,Sherman,Fairfield County,pop_change,17
2012,3_towns,0900168310,Sherman,Fairfield County,pop_change,17
2013,3_towns,0900168310,Sherman,Fairfield County,pop_change,12
2014,3_towns,0900168310,Sherman,Fairfield County,pop_change,9
2015,3_towns,0900168310,Sherman,Fairfield County,pop_change,13
2016,3_towns,0900168310,Sherman,Fairfield County,pop_change,8
2017,3_towns,0900168310,Sherman,Fairfield County,pop_change,-3
2018,3_towns,0900168310,Sherman,Fairfield County,pop_change,-13
1990,3_towns,0900173070,Stamford,Fairfield County,pop_change,0
2000,3_towns,0900173070,Stamford,Fairfield County,pop_change,9027
2010,3_towns,0900173070,Stamford,Fairfield County,pop_change,5560
2011,3_towns,0900173070,Stamford,Fairfield County,pop_change,-859
2012,3_towns,0900173070,Stamford,Fairfield County,pop_change,1094
2013,3_towns,0900173070,Stamford,Fairfield County,pop_change,1117
2014,3_towns,0900173070,Stamford,Fairfield County,pop_change,1406
2015,3_towns,0900173070,Stamford,Fairfield County,pop_change,1191
2016,3_towns,0900173070,Stamford,Fairfield County,pop_change,818
2017,3_towns,0900173070,Stamford,Fairfield County,pop_change,1441
2018,3_towns,0900173070,Stamford,Fairfield County,pop_change,175
1990,3_towns,0900174190,Stratford,Fairfield County,pop_change,0
2000,3_towns,0900174190,Stratford,Fairfield County,pop_change,587
2010,3_towns,0900174190,Stratford,Fairfield County,pop_change,1408
2011,3_towns,0900174190,Stratford,Fairfield County,pop_change,-268
2012,3_towns,0900174190,Stratford,Fairfield County,pop_change,324
2013,3_towns,0900174190,Stratford,Fairfield County,pop_change,254
2014,3_towns,0900174190,Stratford,Fairfield County,pop_change,398
2015,3_towns,0900174190,Stratford,Fairfield County,pop_change,224
2016,3_towns,0900174190,Stratford,Fairfield County,pop_change,-16
2017,3_towns,0900174190,Stratford,Fairfield County,pop_change,229
2018,3_towns,0900174190,Stratford,Fairfield County,pop_change,-250
1990,3_towns,0900177200,Trumbull,Fairfield County,pop_change,0
2000,3_towns,0900177200,Trumbull,Fairfield County,pop_change,2227
2010,3_towns,0900177200,Trumbull,Fairfield County,pop_change,1775
2011,3_towns,0900177200,Trumbull,Fairfield County,pop_change,-266
2012,3_towns,0900177200,Trumbull,Fairfield County,pop_change,256
2013,3_towns,0900177200,Trumbull,Fairfield County,pop_change,243
2014,3_towns,0900177200,Trumbull,Fairfield County,pop_change,193
2015,3_towns,0900177200,Trumbull,Fairfield County,pop_change,127
2016,3_towns,0900177200,Trumbull,Fairfield County,pop_change,-94
2017,3_towns,0900177200,Trumbull,Fairfield County,pop_change,-22
2018,3_towns,0900177200,Trumbull,Fairfield County,pop_change,-281
1990,3_towns,0900183430,Weston,Fairfield County,pop_change,0
2000,3_towns,0900183430,Weston,Fairfield County,pop_change,1389
2010,3_towns,0900183430,Weston,Fairfield County,pop_change,142
2011,3_towns,0900183430,Weston,Fairfield County,pop_change,-37
2012,3_towns,0900183430,Weston,Fairfield County,pop_change,61
2013,3_towns,0900183430,Weston,Fairfield County,pop_change,58
2014,3_towns,0900183430,Weston,Fairfield County,pop_change,58
2015,3_towns,0900183430,Weston,Fairfield County,pop_change,54
2016,3_towns,0900183430,Weston,Fairfield County,pop_change,-26
2017,3_towns,0900183430,Weston,Fairfield County,pop_change,22
2018,3_towns,0900183430,Weston,Fairfield County,pop_change,-81
1990,3_towns,0900183500,Westport,Fairfield County,pop_change,0
2000,3_towns,0900183500,Westport,Fairfield County,pop_change,1339
2010,3_towns,0900183500,Westport,Fairfield County,pop_change,642
2011,3_towns,0900183500,Westport,Fairfield County,pop_change,-142
2012,3_towns,0900183500,Westport,Fairfield County,pop_change,267
2013,3_towns,0900183500,Westport,Fairfield County,pop_change,253
2014,3_towns,0900183500,Westport,Fairfield County,pop_change,286
2015,3_towns,0900183500,Westport,Fairfield County,pop_change,288
2016,3_towns,0900183500,Westport,Fairfield County,pop_change,168
2017,3_towns,0900183500,Westport,Fairfield County,pop_change,266
2018,3_towns,0900183500,Westport,Fairfield County,pop_change,63
1990,3_towns,0900186370,Wilton,Fairfield County,pop_change,0
2000,3_towns,0900186370,Wilton,Fairfield County,pop_change,1644
2010,3_towns,0900186370,Wilton,Fairfield County,pop_change,429
2011,3_towns,0900186370,Wilton,Fairfield County,pop_change,-89
