year,level,geoid,name,county,var,estimate
2012,3_towns,0901152350,New London,New London County,pop_change,63
2013,3_towns,0901152350,New London,New London County,pop_change,-25
2014,3_towns,0901152350,New London,New London County,pop_change,-52
2015,3_towns,0901152350,New London,New London County,pop_change,-113
2016,3_towns,0901152350,New London,New London County,pop_change,-205
2017,3_towns,0901152350,New London,New London County,pop_change,-71
2018,3_towns,0901152350,New London,New London County,pop_change,-115
1990,3_towns,0901155500,North Stonington,New London County,pop_change,0
2000,3_towns,0901155500,North Stonington,New London County,pop_change,107
2010,3_towns,0901155500,North Stonington,New London County,pop_change,306
2011,3_towns,0901155500,North Stonington,New London County,pop_change,-25
2012,3_towns,0901155500,North Stonington,New London County,pop_change,20
2013,3_towns,0901155500,North Stonington,New London County,pop_change,-1
2014,3_towns,0901155500,North Stonington,New London County,pop_change,2
2015,3_towns,0901155500,North Stonington,New London County,pop_change,-17
2016,3_towns,0901155500,North Stonington,New London County,pop_change,0
2017,3_towns,0901155500,North Stonington,New London County,pop_change,-21
2018,3_towns,0901155500,North Stonington,New London County,pop_change,-13
1990,3_towns,0901156270,Norwich,New London County,pop_change,0
2000,3_towns,0901156270,Norwich,New London County,pop_change,-1274
2010,3_towns,0901156270,Norwich,New London County,pop_change,4376
2011,3_towns,0901156270,Norwich,New London County,pop_change,-408
2012,3_towns,0901156270,Norwich,New London County,pop_change,237
2013,3_towns,0901156270,Norwich,New London County,pop_change,102
2014,3_towns,0901156270,Norwich,New London County,pop_change,-46
2015,3_towns,0901156270,Norwich,New London County,pop_change,-124
2016,3_towns,0901156270,Norwich,New London County,pop_change,-197
2017,3_towns,0901156270,Norwich,New London County,pop_change,-182
2018,3_towns,0901156270,Norwich,New London County,pop_change,-308
1990,3_towns,0901157040,Old Lyme,New London County,pop_change,0
2000,3_towns,0901157040,Old Lyme,New London County,pop_change,871
2010,3_towns,0901157040,Old Lyme,New London County,pop_change,197
2011,3_towns,0901157040,Old Lyme,New London County,pop_change,-20
2012,3_towns,0901157040,Old Lyme,New London County,pop_change,17
2013,3_towns,0901157040,Old Lyme,New London County,pop_change,-2
2014,3_towns,0901157040,Old Lyme,New London County,pop_change,-11
2015,3_towns,0901157040,Old Lyme,New London County,pop_change,-22
2016,3_towns,0901157040,Old Lyme,New London County,pop_change,-26
2017,3_towns,0901157040,Old Lyme,New London County,pop_change,-45
2018,3_towns,0901157040,Old Lyme,New London County,pop_change,-63
1990,3_towns,0901162150,Preston,New London County,pop_change,0
2000,3_towns,0901162150,Preston,New London County,pop_change,-318
2010,3_towns,0901162150,Preston,New London County,pop_change,38
2011,3_towns,0901162150,Preston,New London County,pop_change,3
2012,3_towns,0901162150,Preston,New London County,pop_change,7
2013,3_towns,0901162150,Preston,New London County,pop_change,15
2014,3_towns,0901162150,Preston,New London County,pop_change,-16
2015,3_towns,0901162150,Preston,New London County,pop_change,-6
2016,3_towns,0901162150,Preston,New London County,pop_change,-13
2017,3_towns,0901162150,Preston,New London County,pop_change,-23
2018,3_towns,0901162150,Preston,New London County,pop_change,-27
1990,3_towns,0901166210,Salem,New London County,pop_change,0
2000,3_towns,0901166210,Salem,New London County,pop_change,548
2010,3_towns,0901166210,Salem,New London County,pop_change,293
2011,3_towns,0901166210,Salem,New London County,pop_change,-33
2012,3_towns,0901166210,Salem,New London County,pop_change,33
2013,3_towns,0901166210,Salem,New London County,pop_change,22
2014,3_towns,0901166210,Salem,New London County,pop_change,3
2015,3_towns,0901166210,Salem,New London County,pop_change,17
2016,3_towns,0901166210,Salem,New London County,pop_change,-24
2017,3_towns,0901166210,Salem,New London County,pop_change,-7
2018,3_towns,0901166210,Salem,New London County,pop_change,-36
1990,3_towns,0901171670,Sprague,New London County,pop_change,0
2000,3_towns,0901171670,Sprague,New London County,pop_change,-37
2010,3_towns,0901171670,Sprague,New London County,pop_change,13
2011,3_towns,0901171670,Sprague,New London County,pop_change,-1
2012,3_towns,0901171670,Sprague,New London County,pop_change,-1
2013,3_towns,0901171670,Sprague,New London County,pop_change,4
2014,3_towns,0901171670,Sprague,New London County,pop_change,7
2015,3_towns,0901171670,Sprague,New London County,pop_change,-16
2016,3_towns,0901171670,Sprague,New London County,pop_change,-25
2017,3_towns,0901171670,Sprague,New London County,pop_change,-10
2018,3_towns,0901171670,Sprague,New London County,pop_change,-13
1990,3_towns,0901173770,Stonington,New London County,pop_change,0
2000,3_towns,0901173770,Stonington,New London County,pop_change,987
2010,3_towns,0901173770,Stonington,New London County,pop_change,639
2011,3_towns,0901173770,Stonington,New London County,pop_change,-63
2012,3_towns,0901173770,Stonington,New London County,pop_change,46
2013,3_towns,0901173770,Stonington,New London County,pop_change,-1
2014,3_towns,0901173770,Stonington,New London County,pop_change,12
2015,3_towns,0901173770,Stonington,New London County,pop_change,-47
2016,3_towns,0901173770,Stonington,New London County,pop_change,-15
2017,3_towns,0901173770,Stonington,New London County,pop_change,6
2018,3_towns,0901173770,Stonington,New London County,pop_change,-47
1990,3_towns,0901178600,Voluntown,New London County,pop_change,0
2000,3_towns,0901178600,Voluntown,New London County,pop_change,415
2010,3_towns,0901178600,Voluntown,New London County,pop_change,75
2011,3_towns,0901178600,Voluntown,New London County,pop_change,0
2012,3_towns,0901178600,Voluntown,New London County,pop_change,-4
2013,3_towns,0901178600,Voluntown,New London County,pop_change,9
2014,3_towns,0901178600,Voluntown,New London County,pop_change,-6
2015,3_towns,0901178600,Voluntown,New London County,pop_change,-1
2016,3_towns,0901178600,Voluntown,New London County,pop_change,-15
2017,3_towns,0901178600,Voluntown,New London County,pop_change,-16
2018,3_towns,0901178600,Voluntown,New London County,pop_change,-11
1990,3_towns,0901180280,Waterford,New London County,pop_change,0
2000,3_towns,0901180280,Waterford,New London County,pop_change,1222
2010,3_towns,0901180280,Waterford,New London County,pop_change,365
2011,3_towns,0901180280,Waterford,New London County,pop_change,-66
2012,3_towns,0901180280,Waterford,New London County,pop_change,48
2013,3_towns,0901180280,Waterford,New London County,pop_change,9
2014,3_towns,0901180280,Waterford,New London County,pop_change,-9
2015,3_towns,0901180280,Waterford,New London County,pop_change,-72
2016,3_towns,0901180280,Waterford,New London County,pop_change,-95
2017,3_towns,0901180280,Waterford,New London County,pop_change,-132
2018,3_towns,0901180280,Waterford,New London County,pop_change,-148
1990,3_towns,0901301080,Andover,Tolland County,pop_change,0
2000,3_towns,0901301080,Andover,Tolland County,pop_change,496
2010,3_towns,0901301080,Andover,Tolland County,pop_change,267
2011,3_towns,0901301080,Andover,Tolland County,pop_change,-160
2012,3_towns,0901301080,Andover,Tolland County,pop_change,42
2013,3_towns,0901301080,Andover,Tolland County,pop_change,-90
2014,3_towns,0901301080,Andover,Tolland County,pop_change,86
2015,3_towns,0901301080,Andover,Tolland County,pop_change,36
2016,3_towns,0901301080,Andover,Tolland County,pop_change,-6
2017,3_towns,0901301080,Andover,Tolland County,pop_change,-32
2018,3_towns,0901301080,Andover,Tolland County,pop_change,44
1990,3_towns,0901306260,Bolton,Tolland County,pop_change,0
2000,3_towns,0901306260,Bolton,Tolland County,pop_change,442
2010,3_towns,0901306260,Bolton,Tolland County,pop_change,-37
2011,3_towns,0901306260,Bolton,Tolland County,pop_change,26
2012,3_towns,0901306260,Bolton,Tolland County,pop_change,-16
2013,3_towns,0901306260,Bolton,Tolland County,pop_change,-19
2014,3_towns,0901306260,Bolton,Tolland County,pop_change,-8
2015,3_towns,0901306260,Bolton,Tolland County,pop_change,-4
2016,3_towns,0901306260,Bolton,Tolland County,pop_change,-9
2017,3_towns,0901306260,Bolton,Tolland County,pop_change,-3
2018,3_towns,0901306260,Bolton,Tolland County,pop_change,-19
1990,3_towns,0901316400,Columbia,Tolland County,pop_change,0
2000,3_towns,0901316400,Columbia,Tolland County,pop_change,461
2010,3_towns,0901316400,Columbia,Tolland County,pop_change,514
2011,3_towns,0901316400,Columbia,Tolland County,pop_change,-36
2012,3_towns,0901316400,Columbia,Tolland County,pop_change,15
2013,3_towns,0901316400,Columbia,Tolland County,pop_change,12
2014,3_towns,0901316400,Columbia,Tolland County,pop_change,-4
2015,3_towns,0901316400,Columbia,Tolland County,pop_change,-12
2016,3_towns,0901316400,Columbia,Tolland County,pop_change,-4
2017,3_towns,0901316400,Columbia,Tolland County,pop_change,-14
2018,3_towns,0901316400,Columbia,Tolland County,pop_change,-21
1990,3_towns,0901317800,Coventry,Tolland County,pop_change,0
2000,3_towns,0901317800,Coventry,Tolland County,pop_change,1441
2010,3_towns,0901317800,Coventry,Tolland County,pop_change,931
2011,3_towns,0901317800,Coventry,Tolland County,pop_change,-33
2012,3_towns,0901317800,Coventry,Tolland County,pop_change,43
2013,3_towns,0901317800,Coventry,Tolland County,pop_change,-10
2014,3_towns,0901317800,Coventry,Tolland County,pop_change,-1
2015,3_towns,0901317800,Coventry,Tolland County,pop_change,16
2016,3_towns,0901317800,Coventry,Tolland County,pop_change,-4
2017,3_towns,0901317800,Coventry,Tolland County,pop_change,12
2018,3_towns,0901317800,Coventry,Tolland County,pop_change,-36
1990,3_towns,0901325360,Ellington,Tolland County,pop_change,0
2000,3_towns,0901325360,Ellington,Tolland County,pop_change,1724
2010,3_towns,0901325360,Ellington,Tolland County,pop_change,2681
2011,3_towns,0901325360,Ellington,Tolland County,pop_change,-208
2012,3_towns,0901325360,Ellington,Tolland County,pop_change,155
2013,3_towns,0901325360,Ellington,Tolland County,pop_change,126
2014,3_towns,0901325360,Ellington,Tolland County,pop_change,50
2015,3_towns,0901325360,Ellington,Tolland County,pop_change,66
2016,3_towns,0901325360,Ellington,Tolland County,pop_change,89
2017,3_towns,0901325360,Ellington,Tolland County,pop_change,68
2018,3_towns,0901325360,Ellington,Tolland County,pop_change,93
1990,3_towns,0901337910,Hebron,Tolland County,pop_change,0
2000,3_towns,0901337910,Hebron,Tolland County,pop_change,1531
2010,3_towns,0901337910,Hebron,Tolland County,pop_change,1076
2011,3_towns,0901337910,Hebron,Tolland County,pop_change,-66
2012,3_towns,0901337910,Hebron,Tolland County,pop_change,29
2013,3_towns,0901337910,Hebron,Tolland County,pop_change,-11
2014,3_towns,0901337910,Hebron,Tolland County,pop_change,-11
2015,3_towns,0901337910,Hebron,Tolland County,pop_change,-16
2016,3_towns,0901337910,Hebron,Tolland County,pop_change,-31
2017,3_towns,0901337910,Hebron,Tolland County,pop_change,-30
2018,3_towns,0901337910,Hebron,Tolland County,pop_change,-28
1990,3_towns,0901344910,Mansfield,Tolland County,pop_change,0
2000,3_towns,0901344910,Mansfield,Tolland County,pop_change,-383
2010,3_towns,0901344910,Mansfield,Tolland County,pop_change,5823
2011,3_towns,0901344910,Mansfield,Tolland County,pop_change,-413
2012,3_towns,0901344910,Mansfield,Tolland County,pop_change,52
2013,3_towns,0901344910,Mansfield,Tolland County,pop_change,197
2014,3_towns,0901344910,Mansfield,Tolland County,pop_change,-51
2015,3_towns,0901344910,Mansfield,Tolland County,pop_change,-170
2016,3_towns,0901344910,Mansfield,Tolland County,pop_change,-149
2017,3_towns,0901344910,Mansfield,Tolland County,pop_change,10
2018,3_towns,0901344910,Mansfield,Tolland County,pop_change,-42
1990,3_towns,0901369220,Somers,Tolland County,pop_change,0
2000,3_towns,0901369220,Somers,Tolland County,pop_change,1309
2010,3_towns,0901369220,Somers,Tolland County,pop_change,1027
2011,3_towns,0901369220,Somers,Tolland County,pop_change,-59
2012,3_towns,0901369220,Somers,Tolland County,pop_change,66
2013,3_towns,0901369220,Somers,Tolland County,pop_change,-4
2014,3_towns,0901369220,Somers,Tolland County,pop_change,-16
2015,3_towns,0901369220,Somers,Tolland County,pop_change,6
2016,3_towns,0901369220,Somers,Tolland County,pop_change,-69
2017,3_towns,0901369220,Somers,Tolland County,pop_change,-84
2018,3_towns,0901369220,Somers,Tolland County,pop_change,-147
1990,3_towns,0901372090,Stafford,Tolland County,pop_change,0
2000,3_towns,0901372090,Stafford,Tolland County,pop_change,216
2010,3_towns,0901372090,Stafford,Tolland County,pop_change,780
2011,3_towns,0901372090,Stafford,Tolland County,pop_change,-32
2012,3_towns,0901372090,Stafford,Tolland County,pop_change,3
2013,3_towns,0901372090,Stafford,Tolland County,pop_change,-23
2014,3_towns,0901372090,Stafford,Tolland County,pop_change,-22
2015,3_towns,0901372090,Stafford,Tolland County,pop_change,-71
2016,3_towns,0901372090,Stafford,Tolland County,pop_change,-36
2017,3_towns,0901372090,Stafford,Tolland County,pop_change,-5
2018,3_towns,0901372090,Stafford,Tolland County,pop_change,-11
1990,3_towns,0901376290,Tolland,Tolland County,pop_change,0
2000,3_towns,0901376290,Tolland,Tolland County,pop_change,2145
2010,3_towns,0901376290,Tolland,Tolland County,pop_change,1906
2011,3_towns,0901376290,Tolland,Tolland County,pop_change,-121
2012,3_towns,0901376290,Tolland,Tolland County,pop_change,49
2013,3_towns,0901376290,Tolland,Tolland County,pop_change,-3
2014,3_towns,0901376290,Tolland,Tolland County,pop_change,-6
2015,3_towns,0901376290,Tolland,Tolland County,pop_change,-36
2016,3_towns,0901376290,Tolland,Tolland County,pop_change,-31
2017,3_towns,0901376290,Tolland,Tolland County,pop_change,-66
2018,3_towns,0901376290,Tolland,Tolland County,pop_change,-72
1990,3_towns,0901377830,Union,Tolland County,pop_change,0
2000,3_towns,0901377830,Union,Tolland County,pop_change,81
2010,3_towns,0901377830,Union,Tolland County,pop_change,161
2011,3_towns,0901377830,Union,Tolland County,pop_change,136
2012,3_towns,0901377830,Union,Tolland County,pop_change,-36
2013,3_towns,0901377830,Union,Tolland County,pop_change,87
2014,3_towns,0901377830,Union,Tolland County,pop_change,-91
2015,3_towns,0901377830,Union,Tolland County,pop_change,-37
2016,3_towns,0901377830,Union,Tolland County,pop_change,-1
2017,3_towns,0901377830,Union,Tolland County,pop_change,20
2018,3_towns,0901377830,Union,Tolland County,pop_change,-59
1990,3_towns,0901378250,Vernon,Tolland County,pop_change,0
2000,3_towns,0901378250,Vernon,Tolland County,pop_change,-1778
2010,3_towns,0901378250,Vernon,Tolland County,pop_change,1116
2011,3_towns,0901378250,Vernon,Tolland County,pop_change,20
2012,3_towns,0901378250,Vernon,Tolland County,pop_change,-11
2013,3_towns,0901378250,Vernon,Tolland County,pop_change,-9
2014,3_towns,0901378250,Vernon,Tolland County,pop_change,-17
2015,3_towns,0901378250,Vernon,Tolland County,pop_change,-48
2016,3_towns,0901378250,Vernon,Tolland County,pop_change,26
2017,3_towns,0901378250,Vernon,Tolland County,pop_change,42
2018,3_towns,0901378250,Vernon,Tolland County,pop_change,-25
1990,3_towns,0901385950,Willington,Tolland County,pop_change,0
2000,3_towns,0901385950,Willington,Tolland County,pop_change,-20
2010,3_towns,0901385950,Willington,Tolland County,pop_change,82
2011,3_towns,0901385950,Willington,Tolland County,pop_change,29
2012,3_towns,0901385950,Willington,Tolland County,pop_change,-28
2013,3_towns,0901385950,Willington,Tolland County,pop_change,-24
2014,3_towns,0901385950,Willington,Tolland County,pop_change,-24
2015,3_towns,0901385950,Willington,Tolland County,pop_change,-33
2016,3_towns,0901385950,Willington,Tolland County,pop_change,-34
2017,3_towns,0901385950,Willington,Tolland County,pop_change,-11
2018,3_towns,0901385950,Willington,Tolland County,pop_change,-4
1990,3_towns,0901501430,Ashford,Windham County,pop_change,0
2000,3_towns,0901501430,Ashford,Windham County,pop_change,333
2010,3_towns,0901501430,Ashford,Windham County,pop_change,219
2011,3_towns,0901501430,Ashford,Windham County,pop_change,-8
2012,3_towns,0901501430,Ashford,Windham County,pop_change,-3
2013,3_towns,0901501430,Ashford,Windham County,pop_change,-5
2014,3_towns,0901501430,Ashford,Windham County,pop_change,-4
2015,3_towns,0901501430,Ashford,Windham County,pop_change,-16
2016,3_towns,0901501430,Ashford,Windham County,pop_change,-11
2017,3_towns,0901501430,Ashford,Windham County,pop_change,-16
2018,3_towns,0901501430,Ashford,Windham County,pop_change,-20
1990,3_towns,0901509190,Brooklyn,Windham County,pop_change,0
2000,3_towns,0901509190,Brooklyn,Windham County,pop_change,492
2010,3_towns,0901509190,Brooklyn,Windham County,pop_change,1037
2011,3_towns,0901509190,Brooklyn,Windham County,pop_change,-78
2012,3_towns,0901509190,Brooklyn,Windham County,pop_change,48
2013,3_towns,0901509190,Brooklyn,Windham County,pop_change,40
2014,3_towns,0901509190,Brooklyn,Windham County,pop_change,20
2015,3_towns,0901509190,Brooklyn,Windham County,pop_change,15
2016,3_towns,0901509190,Brooklyn,Windham County,pop_change,3
2017,3_towns,0901509190,Brooklyn,Windham County,pop_change,-26
2018,3_towns,0901509190,Brooklyn,Windham County,pop_change,11
1990,3_towns,0901512130,Canterbury,Windham County,pop_change,0
2000,3_towns,0901512130,Canterbury,Windham County,pop_change,225
2010,3_towns,0901512130,Canterbury,Windham County,pop_change,440
2011,3_towns,0901512130,Canterbury,Windham County,pop_change,-23
2012,3_towns,0901512130,Canterbury,Windham County,pop_change,2
2013,3_towns,0901512130,Canterbury,Windham County,pop_change,8
2014,3_towns,0901512130,Canterbury,Windham County,pop_change,-9
2015,3_towns,0901512130,Canterbury,Windham County,pop_change,-13
2016,3_towns,0901512130,Canterbury,Windham County,pop_change,-19
2017,3_towns,0901512130,Canterbury,Windham County,pop_change,-4
2018,3_towns,0901512130,Canterbury,Windham County,pop_change,0
1990,3_towns,0901513810,Chaplin,Windham County,pop_change,0
2000,3_towns,0901513810,Chaplin,Windham County,pop_change,202
2010,3_towns,0901513810,Chaplin,Windham County,pop_change,55
2011,3_towns,0901513810,Chaplin,Windham County,pop_change,176
2012,3_towns,0901513810,Chaplin,Windham County,pop_change,-69
2013,3_towns,0901513810,Chaplin,Windham County,pop_change,-4
2014,3_towns,0901513810,Chaplin,Windham County,pop_change,-152
2015,3_towns,0901513810,Chaplin,Windham County,pop_change,8
2016,3_towns,0901513810,Chaplin,Windham County,pop_change,106
2017,3_towns,0901513810,Chaplin,Windham County,pop_change,-5
2018,3_towns,0901513810,Chaplin,Windham County,pop_change,-36
1990,3_towns,0901521860,Eastford,Windham County,pop_change,0
2000,3_towns,0901521860,Eastford,Windham County,pop_change,304
2010,3_towns,0901521860,Eastford,Windham County,pop_change,131
2011,3_towns,0901521860,Eastford,Windham County,pop_change,-147
2012,3_towns,0901521860,Eastford,Windham County,pop_change,88
2013,3_towns,0901521860,Eastford,Windham County,pop_change,-40
2014,3_towns,0901521860,Eastford,Windham County,pop_change,76
2015,3_towns,0901521860,Eastford,Windham County,pop_change,39
2016,3_towns,0901521860,Eastford,Windham County,pop_change,-31
2017,3_towns,0901521860,Eastford,Windham County,pop_change,-95
2018,3_towns,0901521860,Eastford,Windham County,pop_change,82
1990,3_towns,0901536000,Hampton,Windham County,pop_change,0
2000,3_towns,0901536000,Hampton,Windham County,pop_change,180
2010,3_towns,0901536000,Hampton,Windham County,pop_change,105
2011,3_towns,0901536000,Hampton,Windham County,pop_change,-16
2012,3_towns,0901536000,Hampton,Windham County,pop_change,-48
2013,3_towns,0901536000,Hampton,Windham County,pop_change,16
2014,3_towns,0901536000,Hampton,Windham County,pop_change,97
2015,3_towns,0901536000,Hampton,Windham County,pop_change,-62
2016,3_towns,0901536000,Hampton,Windham County,pop_change,-76
2017,3_towns,0901536000,Hampton,Windham County,pop_change,55
2018,3_towns,0901536000,Hampton,Windham County,pop_change,32
1990,3_towns,0901540500,Killingly,Windham County,pop_change,0
2000,3_towns,0901540500,Killingly,Windham County,pop_change,583
2010,3_towns,0901540500,Killingly,Windham County,pop_change,898
2011,3_towns,0901540500,Killingly,Windham County,pop_change,-12
2012,3_towns,0901540500,Killingly,Windham County,pop_change,-13
2013,3_towns,0901540500,Killingly,Windham County,pop_change,-28
2014,3_towns,0901540500,Killingly,Windham County,pop_change,-36
2015,3_towns,0901540500,Killingly,Windham County,pop_change,-31
2016,3_towns,0901540500,Killingly,Windham County,pop_change,-61
2017,3_towns,0901540500,Killingly,Windham County,pop_change,-29
2018,3_towns,0901540500,Killingly,Windham County,pop_change,10
1990,3_towns,0901559980,Plainfield,Windham County,pop_change,0
2000,3_towns,0901559980,Plainfield,Windham County,pop_change,256
2010,3_towns,0901559980,Plainfield,Windham County,pop_change,786
2011,3_towns,0901559980,Plainfield,Windham County,pop_change,-22
2012,3_towns,0901559980,Plainfield,Windham County,pop_change,-25
2013,3_towns,0901559980,Plainfield,Windham County,pop_change,-38
2014,3_towns,0901559980,Plainfield,Windham County,pop_change,-50
2015,3_towns,0901559980,Plainfield,Windham County,pop_change,-63
2016,3_towns,0901559980,Plainfield,Windham County,pop_change,-33
2017,3_towns,0901559980,Plainfield,Windham County,pop_change,-36
2018,3_towns,0901559980,Plainfield,Windham County,pop_change,-24
1990,3_towns,0901561030,Pomfret,Windham County,pop_change,0
2000,3_towns,0901561030,Pomfret,Windham County,pop_change,696
2010,3_towns,0901561030,Pomfret,Windham County,pop_change,449
2011,3_towns,0901561030,Pomfret,Windham County,pop_change,-18
2012,3_towns,0901561030,Pomfret,Windham County,pop_change,2
2013,3_towns,0901561030,Pomfret,Windham County,pop_change,-12
2014,3_towns,0901561030,Pomfret,Windham County,pop_change,-3
2015,3_towns,0901561030,Pomfret,Windham County,pop_change,-14
2016,3_towns,0901561030,Pomfret,Windham County,pop_change,-20
2017,3_towns,0901561030,Pomfret,Windham County,pop_change,2
2018,3_towns,0901561030,Pomfret,Windham County,pop_change,-11
1990,3_towns,0901562710,Putnam,Windham County,pop_change,0
2000,3_towns,0901562710,Putnam,Windham County,pop_change,-29
2010,3_towns,0901562710,Putnam,Windham County,pop_change,582
2011,3_towns,0901562710,Putnam,Windham County,pop_change,-23
2012,3_towns,0901562710,Putnam,Windham County,pop_change,1
2013,3_towns,0901562710,Putnam,Windham County,pop_change,-14
2014,3_towns,0901562710,Putnam,Windham County,pop_change,-33
2015,3_towns,0901562710,Putnam,Windham County,pop_change,-47
2016,3_towns,0901562710,Putnam,Windham County,pop_change,-49
2017,3_towns,0901562710,Putnam,Windham County,pop_change,-24
2018,3_towns,0901562710,Putnam,Windham County,pop_change,-35
1990,3_towns,0901567400,Scotland,Windham County,pop_change,0
2000,3_towns,0901567400,Scotland,Windham County,pop_change,341
2010,3_towns,0901567400,Scotland,Windham County,pop_change,170
2011,3_towns,0901567400,Scotland,Windham County,pop_change,-32
2012,3_towns,0901567400,Scotland,Windham County,pop_change,31
2013,3_towns,0901567400,Scotland,Windham County,pop_change,14
2014,3_towns,0901567400,Scotland,Windham County,pop_change,-30
2015,3_towns,0901567400,Scotland,Windham County,pop_change,-17
2016,3_towns,0901567400,Scotland,Windham County,pop_change,-8
2017,3_towns,0901567400,Scotland,Windham County,pop_change,7
2018,3_towns,0901567400,Scotland,Windham County,pop_change,-38
1990,3_towns,0901573420,Sterling,Windham County,pop_change,0
2000,3_towns,0901573420,Sterling,Windham County,pop_change,742
2010,3_towns,0901573420,Sterling,Windham County,pop_change,731
2011,3_towns,0901573420,Sterling,Windham County,pop_change,-61
2012,3_towns,0901573420,Sterling,Windham County,pop_change,17
2013,3_towns,0901573420,Sterling,Windham County,pop_change,15
2014,3_towns,0901573420,Sterling,Windham County,pop_change,8
2015,3_towns,0901573420,Sterling,Windham County,pop_change,-15
2016,3_towns,0901573420,Sterling,Windham County,pop_change,-33
2017,3_towns,0901573420,Sterling,Windham County,pop_change,-13
2018,3_towns,0901573420,Sterling,Windham County,pop_change,14
1990,3_towns,0901575870,Thompson,Windham County,pop_change,0
2000,3_towns,0901575870,Thompson,Windham County,pop_change,210
2010,3_towns,0901575870,Thompson,Windham County,pop_change,580
2011,3_towns,0901575870,Thompson,Windham County,pop_change,-12
2012,3_towns,0901575870,Thompson,Windham County,pop_change,-17
2013,3_towns,0901575870,Thompson,Windham County,pop_change,-18
2014,3_towns,0901575870,Thompson,Windham County,pop_change,-21
2015,3_towns,0901575870,Thompson,Windham County,pop_change,-33
2016,3_towns,0901575870,Thompson,Windham County,pop_change,-30
2017,3_towns,0901575870,Thompson,Windham County,pop_change,-28
2018,3_towns,0901575870,Thompson,Windham County,pop_change,44
1990,3_towns,0901586790,Windham,Windham County,pop_change,0
2000,3_towns,0901586790,Windham,Windham County,pop_change,818
2010,3_towns,0901586790,Windham,Windham County,pop_change,2411
2011,3_towns,0901586790,Windham,Windham County,pop_change,-139
2012,3_towns,0901586790,Windham,Windham County,pop_change,49
2013,3_towns,0901586790,Windham,Windham County,pop_change,137
2014,3_towns,0901586790,Windham,Windham County,pop_change,-44
2015,3_towns,0901586790,Windham,Windham County,pop_change,-167
2016,3_towns,0901586790,Windham,Windham County,pop_change,-106
2017,3_towns,0901586790,Windham,Windham County,pop_change,-159
2018,3_towns,0901586790,Windham,Windham County,pop_change,-151
1990,3_towns,0901588190,Woodstock,Windham County,pop_change,0
2000,3_towns,0901588190,Woodstock,Windham County,pop_change,1213
2010,3_towns,0901588190,Woodstock,Windham County,pop_change,743
2011,3_towns,0901588190,Woodstock,Windham County,pop_change,-42
2012,3_towns,0901588190,Woodstock,Windham County,pop_change,12
2013,3_towns,0901588190,Woodstock,Windham County,pop_change,-2
2014,3_towns,0901588190,Woodstock,Windham County,pop_change,-16
2015,3_towns,0901588190,Woodstock,Windham County,pop_change,-32
2016,3_towns,0901588190,Woodstock,Windham County,pop_change,-24
2017,3_towns,0901588190,Woodstock,Windham County,pop_change,-33
2018,3_towns,0901588190,Woodstock,Windham County,pop_change,-14
